#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2464644	64795	103	122303	106617	-	RP11-61L14.5	RMND5A	ADAR	CTLH|GID2|GID2A|RMD5|p44CTLH	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Lampert F (2018)	PUBMED:29911972	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H871	-	NP_073617	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2492112	103	8945	106617	114457	RP11-61L14.5	RP11-529I10.2	ADAR	BTRC	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	BETA-TRCP|FBW1A|FBXW1|FBXW1A|FWD1|bTrCP|bTrCP1|betaTrCP	Affinity Capture-Western	physical	Li L (2016)	PUBMED:27729454	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	Q9Y297	B2R8L3|B7Z3H4|Q68DS0	NP_003930|NP_378663|NP_001243785	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2492402	1107	103	107532	106617	-	RP11-61L14.5	CHD3	ADAR	Mi-2a|Mi2-ALPHA|ZFH	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Hoffmeister H (2017)	PUBMED:28977666	9606	9606	High Throughput	-	-	nuclear extract	-	BIOGRID	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2493057	1108	103	107533	106617	-	RP11-61L14.5	CHD4	ADAR	CHD-4|Mi-2b|Mi2-BETA	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Hoffmeister H (2017)	PUBMED:28977666	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14839	F5GWX5	NP_001350535|NP_001284482|NP_001264	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2515958	3783726	103	971768	106617	HHV4_BPLF1	RP11-61L14.5	BPLF1	ADAR	-	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Gupta S (2018)	PUBMED:29357390	10376	9606	High Throughput	-	-	-	-	BIOGRID	P03186	-	YP_401652	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Human Herpesvirus 4	Homo sapiens
2518947	2100	103	108404	106617	-	RP11-61L14.5	ESR2	ADAR	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Giurato G (2018)	PUBMED:29509190	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92731	Q0PTK2|Q7LCB3|F1D8N3	NP_001201832|NP_001428|NP_001201831|NP_001278641|NP_001035365|NP_001278652|NP_001258805|NP_001258806	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2530930	9401	103	114798	106617	-	RP11-61L14.5	RECQL4	ADAR	RECQ4	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Lu H (2017)	PUBMED:29229926	9606	9606	High Throughput	-	-	-	-	BIOGRID	O94761	-	NP_004251	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2541545	4609	103	110694	106617	-	RP11-61L14.5	MYC	ADAR	MRTL|MYCC|bHLHe39|c-Myc	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Heidelberger JB (2018)	PUBMED:29467282	9606	9606	High Throughput	-	-	-	-	BIOGRID	P01106	-	NP_002458|NP_001341799	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2544186	1025	103	107459	106617	RP11-228B15.5	RP11-61L14.5	CDK9	ADAR	C-2k|CDC2L4|CTK1|PITALRE|TAK	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Yang J (2015)	PUBMED:26209609	9606	9606	High Throughput	-	-	-	-	BIOGRID	P50750	A0A024R880	NP_001252	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2563221	83743	103	123751	106617	-	RP11-61L14.5	GRWD1	ADAR	CDW4|GRWD|RRB1|WDR28	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Watanabe S (2018)	PUBMED:29991511	9606	9606	High Throughput	-	-	The 'hit' proteins were identified in GRWD1 immunoprecipitations performed in low but not high salt.	-	BIOGRID	Q9BQ67	A0MNN5	NP_113673	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2564382	25962	103	117452	106617	MSTP054	RP11-61L14.5	KIAA1429	ADAR	fSAP121	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-RNA	physical	Yue Y (2018)	PUBMED:29507755	9606	9606	High Throughput	-	-	The RNA of the 'hit' genes was identified in an RIP-seq (RNA immunoprecipitation sequencing) experiment using the 'bait' protein, VIRMA.	-	BIOGRID	Q69YN4	-	NP_056311|NP_892121	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2593431	5245	103	111264	106617	-	RP11-61L14.5	PHB	ADAR	HEL-215|HEL-S-54e|PHB1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Xu Y (2016)	PUBMED:27025967	9606	9606	High Throughput	-	-	-	-	BIOGRID	P35232	Q53FV0|A8K401	NP_001268644|NP_001268425|NP_001268426|NP_002625	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2594997	9978	103	115301	106617	RP11-554C12.1	RP11-61L14.5	RBX1	ADAR	BA554C12.1|RNF75|ROC1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Li Y (2018)	PUBMED:30349055	9606	9606	High Throughput	-	-	-	-	BIOGRID	P62877	-	NP_055063	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2608147	7182	103	113034	106617	-	RP11-61L14.5	NR2C2	ADAR	TAK1|TR4	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Yu L (2018)	PUBMED:30463901	9606	9606	High Throughput	-	-	assayed using BioID (proximity-dependent biotin identification)	-	BIOGRID	P49116	F2YGU2	NP_001278623|NP_003289	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2616697	2547	103	108822	106617	CTA-216E10.7	RP11-61L14.5	XRCC6	ADAR	CTC75|CTCBF|G22P1|KU70|ML8|TLAA	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Proximity Label-MS	physical	Abbasi S (2019)	PUBMED:30585729	9606	9606	High Throughput	-	-	-	-	BIOGRID	P12956	B1AHC9|A0A024R1N4|B4DE32|B4E356	NP_001460|NP_001275905|NP_001275907|NP_001275906	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2619623	3845	103	110043	106617	-	RP11-61L14.5	KRAS	ADAR	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Synthetic Lethality	genetic	Martin TD (2017)	PUBMED:28700943	9606	9606	High Throughput	-	-	CRISPR screen analysis showed synthetic lethality with K-Ras mutant in DLD1 cells.|Gene loss results in the selective reduction of K-Ras mutant cell growth.|Synthetic lethality score &gt; 1.0.	-	BIOGRID	P01116	A0A024RAV5|I1SRC5|L7RSL8	NP_001356716|NP_203524|NP_001356715|NP_004976	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2631835	8359	103	113955	106617	-	RP11-61L14.5	HIST1H4A	ADAR	H4FA	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Nakamura K (2019)	PUBMED:30804502	9606	9606	High Throughput	-	-	assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation)	-	BIOGRID	P62805	B2R4R0	NP_003529	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2634096	328	103	106825	106617	-	RP11-61L14.5	APEX1	ADAR	APE|APE1|APEN|APEX|APX|HAP1|REF1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-RNA	physical	Antoniali G (2017)	PUBMED:28986522	9606	9606	High Throughput	-	-	-	-	BIOGRID	P27695	Q5TZP7	NP_542379|NP_001231178|NP_542380|NP_001632	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2638475	6625	103	112509	106617	-	RP11-61L14.5	SNRNP70	ADAR	RNPU1Z|RPU1|SNRP70|Snp1|U1-70K|U170K|U1AP|U1RNP	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Bishof I (2018)	PUBMED:29802200	9606	9606	High Throughput	-	-	-	-	BIOGRID	P08621	A0A024QZD5|Q9UFS1	NP_003080|NP_001287998	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2644285	2521	103	108797	106617	-	RP11-61L14.5	FUS	ADAR	ALS6|ETM4|FUS1|HNRNPP2|POMP75|TLS	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Chi B (2018)	PUBMED:29884807	9606	9606	High Throughput	-	-	-	-	BIOGRID	P35637	Q6IBQ5|Q13344	NP_004951|NP_001164105|NP_001164408	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2644496	9782	103	115126	106617	-	RP11-61L14.5	MATR3	ADAR	ALS21|MPD2|VCPDM	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Chi B (2018)	PUBMED:29884807	9606	9606	High Throughput	-	-	-	-	BIOGRID	P43243	Q9H4N1|B3KM87|B4DF66	NP_001181884|NP_001181885|NP_001181883|NP_001269207|NP_954659|NP_061322	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2653272	330	103	106827	106617	-	RP11-61L14.5	BIRC3	ADAR	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Lee SH (2019)	PUBMED:30948266	9606	9606	High Throughput	-	-	assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation)	-	BIOGRID	Q13489	-	NP_892007|NP_001156	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2659379	9782	103	115126	106617	-	RP11-61L14.5	MATR3	ADAR	ALS21|MPD2|VCPDM	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Iradi MCG (2018)	PUBMED:29511296	9606	9606	High Throughput	-	-	-	-	BIOGRID	P43243	Q9H4N1|B3KM87|B4DF66	NP_001181884|NP_001181885|NP_001181883|NP_001269207|NP_954659|NP_061322	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2689958	10155	103	115457	106617	-	RP11-61L14.5	TRIM28	ADAR	KAP1|PPP1R157|RNF96|TF1B|TIF1B	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Jang SM (2018)	PUBMED:29955894	9606	9606	High Throughput	-	-	hit proteins identified by MS (mass spectrometry) in KAP1 IP (immunoprecipitation), with T test p values < 0.01	-	BIOGRID	Q13263	-	NP_005753	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2748212	57664	103	121697	106617	-	RP11-61L14.5	PLEKHA4	ADAR	PEPP1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Shami Shah A (2019)	PUBMED:31091453	9606	9606	High Throughput	-	-	assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation)|only hits identified in both pull-downs have been included	-	BIOGRID	Q9H4M7	-	NP_001154826|NP_065955	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2754433	2177	103	108474	106617	-	RP11-61L14.5	FANCD2	ADAR	FA-D2|FA4|FACD|FAD|FAD2|FANCD	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Pladevall-Morera D (2019)	PUBMED:31180492	9606	9606	High Throughput	-	-	hit proteins associated with FANCD2 but were not '...at least 1.5-fold higher abundance in the FANCD2 pull-down compared to IgG from synchronized and APH (aphidicolin) treated cells in more than half of the experiments from which they were identified'	-	BIOGRID	Q9BXW9	A0A024R2G2	NP_001306913|NP_001018125|NP_001361183|NP_001361182|NP_149075|NP_001361184	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2758921	5728	103	111700	106617	-	RP11-61L14.5	PTEN	ADAR	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Reconstituted Complex	physical	Shen SM (2019)	PUBMED:31685992	9606	9606	High Throughput	-	-	-	-	BIOGRID	P60484	F6KD01	NP_001291646|NP_000305	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2777107	124245	103	125858	106617	-	RP11-61L14.5	ZC3H18	ADAR	NHN1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Winczura K (2018)	PUBMED:29298432	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q86VM9	B4DTK7|E7ERS3	NP_653205|NP_001281269	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2779495	85366	103	124494	106617	-	RP11-61L14.5	MYLK2	ADAR	KMLC|MLCK|MLCK2|skMLCK	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Kennedy SA (2020)	PUBMED:31980649	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H1R3	-	NP_149109	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2788646	79753	103	122864	106617	RP3-423B22.3	RP11-61L14.5	SNIP1	ADAR	PMRED	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Chen LL (2018)	PUBMED:30404004	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8TAD8	B1AK66	NP_078976	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2809839	8243	103	113871	106617	RP6-29D12.1	RP11-61L14.5	SMC1A	ADAR	CDLS2|DXS423E|SB1.8|SMC1|SMC1L1|SMC1alpha|SMCB	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14683	Q68EN4|G8JLG1	NP_001268392|NP_006297	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2809882	9126	103	114574	106617	-	RP11-61L14.5	SMC3	ADAR	BAM|BMH|CDLS3|CSPG6|HCAP|SMC3L1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UQE7	-	NP_005436	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2809996	10735	103	115958	106617	RP11-517O1.1	RP11-61L14.5	STAG2	ADAR	SA-2|SA2|SCC3B|bA517O1.1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8N3U4	Q6MZM3|Q6MZP3|Q6AI02	NP_006594|NP_001269347|NP_001362304|NP_001036216|NP_001036214|NP_001036215	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810362	23383	103	116959	106617	-	RP11-61L14.5	MAU2	ADAR	KIAA0892|MAU2L|SCC4|mau-2	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-MS	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9Y6X3	-	NP_056144	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810421	9126	103	114574	106617	-	RP11-61L14.5	SMC3	ADAR	BAM|BMH|CDLS3|CSPG6|HCAP|SMC3L1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UQE7	-	NP_005436	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810440	8243	103	113871	106617	RP6-29D12.1	RP11-61L14.5	SMC1A	ADAR	CDLS2|DXS423E|SB1.8|SMC1|SMC1L1|SMC1alpha|SMCB	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14683	Q68EN4|G8JLG1	NP_001268392|NP_006297	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810448	5885	103	111822	106617	-	RP11-61L14.5	RAD21	ADAR	CDLS4|HR21|HRAD21|MCD1|NXP1|SCC1|hHR21	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60216	A0A024R9J0	NP_006256	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810454	10274	103	115564	106617	-	RP11-61L14.5	STAG1	ADAR	SA1|SCC3A	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8WVM7	-	NP_005853	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810465	10735	103	115958	106617	RP11-517O1.1	RP11-61L14.5	STAG2	ADAR	SA-2|SA2|SCC3B|bA517O1.1	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N3U4	Q6MZM3|Q6MZP3|Q6AI02	NP_006594|NP_001269347|NP_001362304|NP_001036216|NP_001036214|NP_001036215	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810475	23063	103	116698	106617	RP11-396M20.1	RP11-61L14.5	WAPAL	ADAR	FOE|KIAA0261|WAPL	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q7Z5K2	B2RTX8	NP_001305257|NP_055860	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810486	23244	103	116848	106617	PIG54	RP11-61L14.5	PDS5A	ADAR	SCC-112|SCC112	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q29RF7	G1UI16	NP_001093869|NP_001093870	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810496	25836	103	117363	106617	-	RP11-61L14.5	NIPBL	ADAR	CDLS|CDLS1|IDN3|IDN3-B|Scc2	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	Affinity Capture-Western	physical	Kim JS (2019)	PUBMED:31010829	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q6KC79	-	NP_056199|NP_597677	P55265	-	NP_001351975|NP_001180424|NP_001020278|NP_056656|NP_001351974|NP_001351977|NP_001351976|NP_056655|NP_001102|NP_001351978	-	-	-	-	-	-	Homo sapiens	Homo sapiens
