#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3072901	104	9015	106618	114484	-	RP11-378J18.2	ADARB1	TAF1A	ADAR2|DRABA2|DRADA2|RED1	MGC:17061|RAFI48|SL1|TAFI48	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.998028711	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.998028711, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q15573	B4DS21|A8K4K5	NP_005672|NP_001188465|NP_647603	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3073028	104	10969	106618	116166	-	RP5-1034F7.2	ADARB1	EBNA1BP2	ADAR2|DRABA2|DRADA2|RED1	EBP2|NOBP|P40	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.981163919	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.981163919, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q99848	H7C2Q8|Q6IB29	NP_006815|NP_001153408	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3073215	104	10199	106618	115494	-	-	ADARB1	MPHOSPH10	ADAR2|DRABA2|DRADA2|RED1	CT90|MPP10|MPP10P|PPP1R106	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.969778796	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.969778796, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	O00566	-	NP_005782	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3074201	104	117608	106618	125594	-	-	ADARB1	ZNF354B	ADAR2|DRABA2|DRADA2|RED1	KID2	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999417118	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999417118, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q96LW1	-	NP_478137	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3074767	104	222194	106618	128788	-	-	ADARB1	RSBN1L	ADAR2|DRABA2|DRADA2|RED1	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.948924972	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.948924972, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q6PCB5	-	NP_940869	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3075388	104	84154	106618	123917	-	RP11-397G5.1	ADARB1	RPF2	ADAR2|DRABA2|DRADA2|RED1	BXDC1|bA397G5.4	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.762165092	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.762165092, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9H7B2	-	NP_115570|NP_001276040	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3075465	104	6940	106618	112800	-	-	ADARB1	ZNF354A	ADAR2|DRABA2|DRADA2|RED1	EZNF|HEL104|HKL1|KID-1|KID1|TCF17	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.998881143	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.998881143, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	O60765	V9HWI2	NP_005640	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3075992	104	23361	106618	116942	-	-	ADARB1	ZNF629	ADAR2|DRABA2|DRADA2|RED1	ZNF|ZNF65	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.931433806	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.931433806, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9UEG4	-	NP_001332899|NP_001073886	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3076541	104	26574	106618	117743	-	HSPC277	ADARB1	AATF	ADAR2|DRABA2|DRADA2|RED1	BFR2|CHE-1|CHE1|DED	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.808696722	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.808696722, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9NY61	-	NP_036270	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3077071	104	64848	106618	122321	-	-	ADARB1	YTHDC2	ADAR2|DRABA2|DRADA2|RED1	CAHL	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.930480346	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.930480346, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9H6S0	-	NP_001332905|NP_001332904|NP_073739	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3077685	104	3183	106618	109424	-	-	ADARB1	HNRNPC	ADAR2|DRABA2|DRADA2|RED1	C1|C2|HNRNP|HNRPC|SNRPC	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.954660786	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.954660786, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	P07910	-	NP_001070911|NP_001070910|NP_112604|NP_004491	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3078498	104	3024	106618	109275	-	-	ADARB1	HIST1H1A	ADAR2|DRABA2|DRADA2|RED1	H1.1|H1A|H1F1|HIST1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999966167	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999966167, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q02539	-	NP_005316	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3081338	104	79670	106618	122795	-	RP11-507D14.3	ADARB1	ZCCHC6	ADAR2|DRABA2|DRADA2|RED1	PAPD6|TUT7	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.994069819	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.994069819, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q5VYS8	Q96KX5	NP_001171988|NP_078893|NP_001172003|NP_001317647	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3081593	104	2926	106618	109182	-	-	ADARB1	GRSF1	ADAR2|DRABA2|DRADA2|RED1	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.91033716	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.91033716, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q12849	A0A024RD99	NP_002083|NP_001091947	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3081606	104	9045	106618	114507	-	-	ADARB1	RPL14	ADAR2|DRABA2|DRADA2|RED1	CAG-ISL-7|CTG-B33|L14|RL14|hRL14	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.828111602	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.828111602, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	P50914	-	NP_003964|NP_001030168	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3081635	104	6426	106618	112324	-	OK/SW-cl.3	ADARB1	SRSF1	ADAR2|DRABA2|DRADA2|RED1	ASF|SF2|SF2p33|SFRS1|SRp30a	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.943068169	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.943068169, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q07955	Q59FA2	NP_001071634|NP_008855	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3083424	104	285855	106618	130234	-	-	ADARB1	RPL7L1	ADAR2|DRABA2|DRADA2|RED1	dJ475N16.4	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.879031276	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.879031276, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q6DKI1	A0A024RD36	NP_940888|NP_001353410	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3083592	104	4691	106618	110771	-	-	ADARB1	NCL	ADAR2|DRABA2|DRADA2|RED1	C23	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.968486044	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.968486044, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	P19338	B3KM80|A0A024R4A0	NP_005372	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3083684	104	7570	106618	113401	-	RP11-285G1.13-001	ADARB1	ZNF22	ADAR2|DRABA2|DRADA2|RED1	HKR-T1|KOX15|ZNF422|Zfp422	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.950469011	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.950469011, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	P17026	A0A024R7T4	NP_008894	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3083758	104	22913	106618	116575	-	RP1-64K7.1	ADARB1	RALY	ADAR2|DRABA2|DRADA2|RED1	HNRPCL2|P542	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.765948796	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.765948796, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9UKM9	Q53GL6	NP_031393|NP_057951	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3084812	104	10514	106618	115770	-	-	ADARB1	MYBBP1A	ADAR2|DRABA2|DRADA2|RED1	P160|PAP2	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.93960605	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.93960605, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9BQG0	-	NP_001099008|NP_055335	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3085187	104	9904	106618	115233	-	-	ADARB1	RBM19	ADAR2|DRABA2|DRADA2|RED1	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.982001617	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.982001617, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9Y4C8	-	NP_001140171|NP_001140170|NP_057280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3086071	104	23560	106618	117104	-	RP11-38M7.5	ADARB1	GTPBP4	ADAR2|DRABA2|DRADA2|RED1	CRFG|NGB|NOG1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.995757173	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.995757173, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9BZE4	D2CFK9	NP_036473	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3086182	104	6142	106618	112062	-	-	ADARB1	RPL18A	ADAR2|DRABA2|DRADA2|RED1	L18A	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.946353847	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.946353847, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q02543	-	NP_000971	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3086333	104	56829	106618	121203	-	PRO1677	ADARB1	ZC3HAV1	ADAR2|DRABA2|DRADA2|RED1	ARTD13|FLB6421|PARP13|ZAP|ZC3H2|ZC3HDC2	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.975890738	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.975890738, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q7Z2W4	C9J6P4	NP_064504|NP_001350420|NP_078901	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3087142	104	158399	106618	127677	-	RP11-16L21.9	ADARB1	ZNF483	ADAR2|DRABA2|DRADA2|RED1	ZKSCAN16|ZSCAN48	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.986058203	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.986058203, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q8TF39	-	NP_001007170|NP_597721	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3089539	104	79724	106618	122839	-	-	ADARB1	ZNF768	ADAR2|DRABA2|DRADA2|RED1	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.868144125	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.868144125, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78563	Q4AE77	NP_001153702|NP_056649|NP_001103|NP_056648	Q9H5H4	A0A024QZC8	NP_078947	-	-	-	-	-	-	Homo sapiens	Homo sapiens
